conversion_id,click_id,campaign_id,campaign_name,conversion_method,country,city,isp,goal_id,goal_name,txn_id,device_id,p1,p2,p3,p4,p5,click_device,status,created,sale_amount,currency,payout,click_ip,p6,p7,p8,p9,p10,os,source,click_to_conv_time,iet,conv_request_ip,region,sub1,sub2,sub3,sub4,sub5,sub6,sub7,sub8,sub9,sub10,type,landing_page,landing_page_id,note,referer,click_referrer,gaid,idfa,app_id,app_name,aid,cr_name,sl,conn,click_ua,lat,long,afimp,coupon,userId,dl,vta,osa,osc,pp,pcid,ss,aff_chain,esku,ecqu,epid,epn,epbrand,epcat,epscat,edis,epssn,enu,esn,paid_at,rlo,att,fbclid,cgeo,plc,dmg,publisher_id,browser,goalName,clickTime,sourceEnc,affUsername,publisher_manager,advertiser_manager,campaign_long_id,publisher_long_id,campCategory,external_offer_id,advertiser_name,advertiser_id,advertiser_long_id,postbackFired,campaign_app_name,approved_at,payout_in_campaign_currency,payout_in_user_currency,sale_amount_in_campaign_currency,sale_amount_in_user_currency,campaign_currency,created_date,created_time,Inventory,Partner,Email_id
65920089020cfa0516b79494,6591b701c93ae10341d0f461,4,Flipkart,acquisition,IN,Bantumilli,Airtel,,Default,88858847,,web_pricedrop,1704048382511.00,,,,mobile,approved,1/1/2024 0:00,440,INR,19.8,223.187.38.145,,,,,,Android 10.0,,18825,0,34.77.11.122,Andhra Pradesh,,,,,,,,,,,sale,Default,Default,,,https://flipshope.com/redirect/ESRG4VKXSSJWX7FM/1?source=web_pricedrop,,,,,,,,Cellular,"Mozilla/5.0 (Linux; Android 10; Redmi Note 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.101 Mobile Safari/537.36",16.58,82.12,,,,en,0,440,INR,0,,,,,0,,,,,,0,,0,,,,,,,,,99,Chrome 83,Default,12/31/2023 18:46,,,Dushyant Saini,Aditi Kulshrestha,64c233fdc689a82d0941be5a,64faf15ee2fafc6a991aaf18,E-commerce - marketplaces,,Flipkart,,64c232d5afbba1444e727218,No,,4/26/2024 11:57,19.8,19.8,440,440,INR,1/1/2024,0:00:00,XO,Shoogloo,agoyal@flipshope.com
65920ebd00aa5d04e559bd70,65920579a32e370349dfb922,4,Flipkart,acquisition,IN,Gachibowli,Airtel Broadband,,Default,88882196,,telegram_m,1704043140726.00,,,,mobile,approved,1/1/2024 0:00,274,INR,12.6,122.174.187.118,,,,,,iOS 17.1,,2372,0,34.77.11.122,Telangana,,,,,,,,,,,sale,Default,Default,,,,,,,,,,,Cable/DSL,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Mobile/15E148 Safari/604.1",17.44,78.36,,,,en,0,274,INR,0,,,,,0,,,,,,0,,0,,,,,,,,,99,Safari 17,Default,12/31/2023 23:20,,,Dushyant Saini,Aditi Kulshrestha,64c233fdc689a82d0941be5a,64faf15ee2fafc6a991aaf18,E-commerce - marketplaces,,Flipkart,,64c232d5afbba1444e727218,No,,4/26/2024 11:57,12.6,12.6,274,274,INR,1/1/2024,0:00:00,XO,Shoogloo,agoyal@flipshope.com
659271fc971dbd04a5f3d618,659264cc67f02b03465efe14,4,Flipkart,acquisition,IN,Khurda,Jio,,Default,88931672,,1.70374E+12,,,,,mobile,approved,1/1/2024 0:00,379,INR,13.5,157.41.229.154,,,,,,Android 10.0,,3376,0,34.77.11.122,Odisha,,,,,,,,,,,sale,Default,Default,,,android-app://org.telegram.messenger/,,,,,,,,Cellular,"Mozilla/5.0 (Linux; Android 10; M2006C3LI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36",20.03,85.49,,,,en,0,379,INR,0,,,,,0,,,,,,0,,0,,,,,,,,,99,Chrome 87,Default,12/31/2023 23:03,,,Dushyant Saini,Aditi Kulshrestha,64c233fdc689a82d0941be5a,64faf15ee2fafc6a991aaf18,E-commerce - marketplaces,,Flipkart,,64c232d5afbba1444e727218,No,,4/26/2024 11:57,13.5,13.5,379,379,INR,1/1/2024,0:00:00,XO,Shoogloo,agoyal@flipshope.com
6592720d5d41f8052403061d,659269027bd03f0345903b6d,4,Flipkart,acquisition,IN,Ahmedabad,Jio,,Default,88934794,,telegram,1704093951791.00,,,,mobile,approved,1/1/2024 0:00,120,INR,3.6,152.58.37.212,,,,,,Android 13.0,,2315,0,34.77.11.122,Gujarat,,,,,,,,,,,sale,Default,Default,,,https://flipshope.com/,,,,,,,,Cellular,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",23.02,72.59,,,,en,0,120,INR,0,,,,,0,,,,,,0,,0,,,,,,,,,99,Chrome 120,Default,12/31/2023 23:21,,,Dushyant Saini,Aditi Kulshrestha,64c233fdc689a82d0941be5a,64faf15ee2fafc6a991aaf18,E-commerce - marketplaces,,Flipkart,,64c232d5afbba1444e727218,No,,4/26/2024 11:57,3.6,3.6,120,120,INR,1/1/2024,0:00:00,XO,Shoogloo,agoyal@flipshope.com
6592720d5d41f80524030639,65926924457fed033e5ca8bf,4,Flipkart,acquisition,IN,Hyderabad,Airtel,,Default,88934985,,telegram,1704093985184.00,,,,mobile,rejected,1/1/2024 0:00,124,INR,3.6,106.200.172.56,,,,,,Android 10.0,,2281,0,34.77.11.122,Telangana,,,,,,,,,,,sale,Default,Default,Cancelled,,https://flipshope.com/,,,,,,,,Cellular,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",17.36,78.48,,,,en,0,124,INR,0,,,,,0,,,,,,0,,0,,,,,,,,,99,Chrome 117,Default,12/31/2023 23:21,,,Dushyant Saini,Aditi Kulshrestha,64c233fdc689a82d0941be5a,64faf15ee2fafc6a991aaf18,E-commerce - marketplaces,,Flipkart,,64c232d5afbba1444e727218,No,,,3.6,3.6,124,124,INR,1/1/2024,0:00:00,XO,Shoogloo,agoyal@flipshope.com
65927214971dbd04a5f3dc60,65926921b629c90342c2b5db,4,Flipkart,acquisition,IN,Rajkot,Vodafone Idea,,Default,88935335,,telegram,1704093983050.00,,,,mobile,approved,1/1/2024 0:00,120,INR,3.6,1.38.72.40,,,,,,Android 13.0,,2290,0,34.77.11.122,Gujarat,,,,,,,,,,,sale,Default,Default,,,https://flipshope.com/,,,,,,,,Cellular,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",22.3,70.8,,,,en,0,120,INR,0,,,,,0,,,,,,0,,0,,,,,,,,,99,Chrome 120,Default,12/31/2023 23:21,,,Dushyant Saini,Aditi Kulshrestha,64c233fdc689a82d0941be5a,64faf15ee2fafc6a991aaf18,E-commerce - marketplaces,,Flipkart,,64c232d5afbba1444e727218,No,,4/26/2024 11:57,3.6,3.6,120,120,INR,1/1/2024,0:00:00,XO,Shoogloo,agoyal@flipshope.com
65927214487d1904d88a24b6,65926985fcccba03463455f6,4,Flipkart,acquisition,IN,Howrah,Bittel Telecom Pvt,,Default,88935414,,telegram,1704094080867.00,,,,mobile,approved,1/1/2024 0:00,120,INR,3.6,103.31.188.65,,,,,,Android 13.0,,2191,0,34.77.11.122,West Bengal,,,,,,,,,,,sale,Default,Default,,,https://flipshope.com/,,,,,,,,Cable/DSL,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",22.57,88.3,,,,en,0,120,INR,0,,,,,0,,,,,,0,,0,,,,,,,,,99,Chrome 120,Default,12/31/2023 23:23,,,Dushyant Saini,Aditi Kulshrestha,64c233fdc689a82d0941be5a,64faf15ee2fafc6a991aaf18,E-commerce - marketplaces,,Flipkart,,64c232d5afbba1444e727218,No,,4/26/2024 11:57,3.6,3.6,120,120,INR,1/1/2024,0:00:00,XO,Shoogloo,agoyal@flipshope.com
6592721a971dbd04a5f3dded,65926b118baa0e03460f4c25,4,Flipkart,acquisition,IN,Hyderabad,Jio,,Default,88936381,,telegram,1704094479258.00,,,,mobile,approved,1/1/2024 0:00,120,INR,3.6,49.37.152.24,,,,,,iOS 17.2,,1801,0,34.77.11.122,Telangana,,,,,,,,,,,sale,Default,Default,,,https://flipshope.com/,,,,,,,,Cable/DSL,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",17.39,78.47,,,,en,0,120,INR,0,,,,,0,,,,,,0,,0,,,,,,,,,99,Safari 17,Default,12/31/2023 23:29,,,Dushyant Saini,Aditi Kulshrestha,64c233fdc689a82d0941be5a,64faf15ee2fafc6a991aaf18,E-commerce - marketplaces,,Flipkart,,64c232d5afbba1444e727218,No,,4/26/2024 11:57,3.6,3.6,120,120,INR,1/1/2024,0:00:00,XO,Shoogloo,agoyal@flipshope.com
65928068971dbd04a5f7479c,659273e7fd4698034829d894,4,Flipkart,acquisition,IN,Delhi,Jio,,Default,88946258,,telegram_m,1704049440639.00,,,,mobile,approved,1/1/2024 0:00,164,INR,4.5,47.31.234.98,,,,,,Android 11.0,,3201,0,34.77.11.122,Delhi,,,,,,,,,,,sale,Default,Default,,,,,,,,,,,Cellular,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",28.65,77.22,,,,en,0,164,INR,0,,,,,0,,,,,,0,,0,,,,,,,,,99,Chrome 120,Default,12/31/2023 23:06,,,Dushyant Saini,Aditi Kulshrestha,64c233fdc689a82d0941be5a,64faf15ee2fafc6a991aaf18,E-commerce - marketplaces,,Flipkart,,64c232d5afbba1444e727218,No,,4/26/2024 11:57,4.5,4.5,164,164,INR,1/1/2024,0:00:00,XO,Shoogloo,agoyal@flipshope.com
659280687038f524d4c3997e,659273e7fd4698034829d894,4,Flipkart,acquisition,IN,Delhi,Jio,,Default,88946376,,telegram_m,1704049440639.00,,,,mobile,rejected,1/1/2024 0:00,164,INR,4.5,47.31.234.98,,,,,,Android 11.0,,3201,0,34.77.11.122,Delhi,,,,,,,,,,,sale,Default,Default,Cancelled,,,,,,,,,,Cellular,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",28.65,77.22,,,,en,0,164,INR,0,,,,,0,,,,,,0,,0,,,,,,,,,99,Chrome 120,Default,12/31/2023 23:06,,,Dushyant Saini,Aditi Kulshrestha,64c233fdc689a82d0941be5a,64faf15ee2fafc6a991aaf18,E-commerce - marketplaces,,Flipkart,,64c232d5afbba1444e727218,No,,,4.5,4.5,164,164,INR,1/1/2024,0:00:00,XO,Shoogloo,agoyal@flipshope.com
